PT08.S1(CO),PT08.S2(NMHC),PT08.S4(NO2),T,RH,AH,Hour,DayOfWeek,NOx(GT)
1120.0,1088.0,1785.0,21.7,44.7,1.1451,23,4,141.0
1374.0,1268.0,1531.0,10.7,62.1,0.7972,21,2,810.0
926.0,747.0,1325.0,14.5,80.5,1.3221,5,5,141.0
917.0,772.0,1311.0,18.8,31.7,0.6821,11,0,98.0
1184.0,983.0,1604.0,16.6,48.7,0.9146,10,4,169.0
810.0,597.0,1106.0,32.2,20.5,0.9699,14,6,141.0
981.0,820.0,876.0,12.2,21.4,0.3033,13,0,265.0
970.0,857.0,990.0,12.0,38.7,0.5402,13,0,162.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,19,1,487.0
1019.0,858.0,1270.0,33.0,21.3,1.0512,14,5,141.0
1054.0,761.0,1598.0,15.7,77.4,1.3683,3,4,141.0
1083.0,984.0,1485.0,30.0,28.5,1.1883,11,6,251.0
972.0,542.0,1056.0,9.2,75.3,0.8764,6,5,103.0
881.0,670.0,978.0,10.5,46.9,0.5956,22,2,141.0
1379.0,1312.0,1870.0,24.1,29.9,0.8879,20,3,267.0
1055.0,899.0,1504.0,17.4,46.3,0.9112,0,2,72.0
888.0,799.0,1531.0,21.7,46.5,1.1917,20,0,76.0
912.0,683.0,872.0,7.0,38.4,0.3861,11,3,201.0
1795.0,1485.0,2174.0,19.1,42.6,0.9294,21,2,336.0
943.0,900.0,1129.0,8.5,59.7,0.6649,22,0,141.0
1053.0,955.0,1154.0,4.0,85.7,0.7041,5,3,486.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,13,3,740.0
1252.0,1320.0,2001.0,20.6,62.3,1.4915,7,2,451.0
1387.0,1231.0,1487.0,5.8,83.8,0.7768,21,4,737.0
1121.0,1066.0,1040.0,10.0,22.4,0.2753,11,0,478.0
810.0,664.0,1312.0,37.3,20.5,1.286,13,6,11.0
1158.0,1008.0,1489.0,24.6,42.8,1.3053,12,3,141.0
1135.0,1065.0,1630.0,20.8,34.5,0.8365,22,4,138.0
906.0,714.0,1351.0,19.2,37.9,0.8352,0,0,56.0
1320.0,1085.0,1689.0,14.8,49.7,0.8321,21,2,141.0
1135.0,800.0,1130.0,7.8,65.5,0.6961,0,3,196.0
1177.0,878.0,1224.0,14.0,47.8,0.7582,19,5,289.0
1228.0,949.0,1706.0,14.6,74.9,1.2348,10,5,141.0
1147.0,914.0,1233.0,22.9,29.2,0.8055,17,1,215.0
1063.0,946.0,1391.0,26.0,33.4,1.1071,22,4,205.0
1411.0,1288.0,1472.0,2.3,70.9,0.5182,8,4,887.0
1270.0,1267.0,1434.0,7.5,58.8,0.6117,9,2,611.0
891.0,780.0,1543.0,24.1,41.3,1.2202,10,5,87.0
1121.0,992.0,1505.0,20.4,35.3,0.8352,23,4,126.0
1532.0,1356.0,1610.0,10.6,55.3,0.7058,16,4,678.0
1123.0,1119.0,1593.0,20.1,53.6,1.2477,19,4,141.0
953.0,734.0,1401.0,17.4,81.0,1.6012,2,2,94.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,2,4,65.0
1382.0,1202.0,1352.0,1.3,64.8,0.441,8,3,728.0
1003.0,744.0,899.0,7.8,38.4,0.4085,23,4,141.0
1129.0,971.0,1315.0,8.7,83.7,0.9454,7,0,325.0
845.0,582.0,719.0,6.3,28.8,0.2772,18,6,174.0
890.0,601.0,803.0,8.8,40.0,0.4538,15,6,101.0
775.0,477.0,1115.0,14.0,44.3,0.7038,3,0,141.0
1050.0,966.0,1748.0,27.8,40.0,1.4691,0,1,86.0
1000.0,670.0,917.0,3.7,57.5,0.4621,3,1,141.0
2008.0,1980.0,2562.0,12.4,74.7,1.0741,19,1,1389.0
1274.0,1159.0,1493.0,10.6,67.9,0.8666,10,1,141.0
1028.0,890.0,1525.0,19.4,75.1,1.6766,7,0,180.0
855.0,698.0,1449.0,25.6,37.0,1.2006,14,0,66.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,0,4,211.0
1155.0,734.0,1528.0,14.5,65.3,1.0704,8,6,122.0
1056.0,795.0,1187.0,12.5,63.7,0.9196,0,3,203.0
1245.0,1181.0,1747.0,38.1,18.5,1.2108,11,1,184.0
942.0,825.0,1450.0,23.8,41.8,1.2149,6,2,141.0
1052.0,734.0,1109.0,19.4,32.4,0.7239,16,6,115.0
952.0,838.0,937.0,5.8,42.5,0.3937,0,2,268.0
667.0,689.0,709.0,13.4,14.3,0.2185,22,4,207.0
1078.0,1121.0,1806.0,35.9,20.8,1.2103,13,1,149.0
1103.0,931.0,1293.0,15.1,58.3,0.9978,12,2,427.0
812.0,704.0,1044.0,17.5,33.7,0.6691,14,6,55.0
958.0,795.0,1481.0,38.4,17.5,1.1609,15,5,52.0
954.0,674.0,981.0,2.1,73.1,0.5289,8,6,180.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,20,3,108.0
1498.0,1325.0,2095.0,11.2,69.7,0.9232,9,1,244.0
1303.0,1198.0,1791.0,21.9,64.8,1.683,7,3,332.0
696.0,532.0,814.0,10.9,33.5,0.4378,0,0,96.0
1424.0,1361.0,1983.0,20.2,82.2,1.9184,13,4,589.0
1136.0,995.0,1591.0,25.8,33.0,1.0826,0,6,132.0
1131.0,793.0,1173.0,11.8,53.4,0.7366,23,6,228.0
1040.0,859.0,1293.0,11.1,84.3,1.1137,22,2,280.0
1085.0,1057.0,1775.0,32.8,32.2,1.5779,19,0,103.0
1035.0,755.0,1521.0,15.6,65.8,1.1577,14,6,141.0
1403.0,1161.0,1576.0,15.9,56.6,1.0147,10,0,614.0
1209.0,958.0,1124.0,5.3,61.1,0.5499,7,4,379.0
1304.0,1142.0,1747.0,14.8,44.1,0.7407,10,4,232.0
1086.0,1048.0,1580.0,30.6,18.6,0.8014,15,3,141.0
1016.0,888.0,1485.0,23.1,47.0,1.3122,6,1,169.0
851.0,627.0,1433.0,31.6,38.9,1.7838,14,6,21.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,4,2,141.0
1232.0,1173.0,1750.0,23.7,30.0,0.8633,20,1,174.0
836.0,643.0,1306.0,7.7,70.7,0.7463,5,6,38.0
1407.0,1066.0,1397.0,14.8,51.0,0.8507,20,6,566.0
1040.0,903.0,1494.0,23.0,55.8,1.548,22,1,145.0
1339.0,1257.0,2031.0,24.6,63.9,1.9459,15,2,141.0
1425.0,1325.0,1965.0,15.3,47.4,0.8178,20,0,238.0
1072.0,1148.0,1683.0,25.3,24.6,0.7796,22,4,180.0
1604.0,1438.0,1650.0,12.2,53.9,0.7617,18,6,968.0
1094.0,1105.0,1086.0,6.4,36.5,0.3519,19,2,483.0
1956.0,1877.0,2338.0,15.5,62.8,1.0979,18,4,1389.0
870.0,858.0,1557.0,19.3,47.9,1.059,0,0,102.0
1012.0,999.0,1057.0,10.2,33.4,0.4143,19,5,421.0
929.0,713.0,1002.0,5.9,62.0,0.5811,7,2,183.0
1390.0,1100.0,1799.0,14.9,59.3,0.9974,15,2,195.0
1149.0,1143.0,1827.0,28.1,40.3,1.5086,22,4,112.0
1500.0,1503.0,2158.0,20.4,66.7,1.5781,8,4,465.0
822.0,611.0,1138.0,33.2,19.0,0.9533,13,6,141.0
1336.0,1176.0,1891.0,18.2,54.7,1.1336,21,3,208.0
788.0,614.0,1177.0,14.8,64.7,1.0788,2,0,141.0
1005.0,738.0,1563.0,15.7,74.7,1.3194,5,4,68.0
888.0,1007.0,1448.0,33.8,13.9,0.7172,14,1,149.0
1574.0,1093.0,1451.0,9.4,77.7,0.9203,2,6,478.0
939.0,726.0,955.0,18.9,26.2,0.5667,16,4,219.0
1221.0,1101.0,1700.0,14.7,48.7,0.8089,18,2,185.0
1205.0,1079.0,1168.0,11.0,33.0,0.4331,15,3,512.0
990.0,898.0,1442.0,17.8,71.2,1.4396,21,2,176.0
892.0,724.0,1490.0,36.3,27.4,1.6264,13,4,55.0
874.0,641.0,857.0,1.7,54.1,0.3785,9,5,154.0
1465.0,1404.0,1962.0,22.6,58.3,1.5829,20,1,561.0
1195.0,1004.0,1078.0,5.2,44.2,0.3943,1,2,387.0
1267.0,1352.0,1961.0,21.0,37.8,0.9298,18,0,188.0
1136.0,1082.0,1478.0,27.7,30.1,1.0991,20,4,307.0
1089.0,913.0,1016.0,5.8,40.3,0.374,23,2,357.0
1156.0,1009.0,1583.0,23.8,30.2,0.8771,10,3,145.0
1448.0,1322.0,1655.0,21.3,32.9,0.8209,18,1,454.0
1113.0,1013.0,1781.0,34.0,32.7,1.7146,11,0,125.0
880.0,677.0,1500.0,26.2,43.6,1.4599,2,6,24.0
847.0,630.0,1091.0,10.2,71.6,0.8893,0,0,106.0
995.0,691.0,1321.0,7.4,68.0,0.7043,7,6,91.0
1254.0,1033.0,1669.0,14.3,52.9,0.8581,19,2,142.0
961.0,654.0,1084.0,9.5,70.1,0.8343,3,1,141.0
997.0,898.0,1613.0,27.7,37.9,1.3842,23,0,65.0
923.0,765.0,1508.0,26.7,40.0,1.3754,1,0,47.0
890.0,813.0,1274.0,15.4,57.7,1.0008,20,1,141.0
985.0,903.0,1437.0,27.4,20.5,0.7379,16,5,90.0
1198.0,953.0,1588.0,13.2,56.0,0.8446,20,2,131.0
889.0,661.0,1115.0,12.9,64.7,0.9564,10,6,140.0
1140.0,1109.0,1892.0,24.7,47.7,1.4649,23,4,110.0
914.0,741.0,1210.0,17.1,59.2,1.1477,3,6,141.0
1053.0,859.0,1008.0,5.3,50.5,0.453,23,6,399.0
1171.0,1129.0,1911.0,33.5,36.0,1.8395,12,4,156.0
1327.0,971.0,1705.0,21.6,41.7,1.0606,15,0,124.0
1201.0,1428.0,2249.0,21.7,44.2,1.1321,8,0,285.0
1001.0,799.0,1642.0,27.7,53.0,1.9423,0,3,59.0
914.0,644.0,832.0,2.6,48.8,0.3658,3,6,141.0
995.0,898.0,1409.0,17.5,63.5,1.2622,22,0,141.0
1005.0,758.0,1434.0,26.8,27.3,0.9462,15,6,51.0
1363.0,1183.0,1273.0,5.2,48.3,0.4304,8,2,854.0
1474.0,1158.0,1476.0,18.2,43.2,0.8926,11,3,653.0
969.0,850.0,1351.0,19.2,51.9,1.1404,10,6,141.0
878.0,457.0,1158.0,9.9,66.8,0.8152,5,3,12.0
914.0,610.0,1230.0,10.4,58.4,0.7352,23,0,54.0
878.0,1000.0,942.0,14.8,15.6,0.2615,15,5,306.0
1037.0,1075.0,1604.0,40.2,13.9,1.02,15,1,172.0
913.0,735.0,1024.0,11.8,44.3,0.6141,16,2,141.0
1100.0,1097.0,1516.0,14.9,59.2,0.9985,7,2,277.0
1535.0,1458.0,2120.0,21.1,40.2,0.997,20,1,269.0
1064.0,783.0,954.0,6.6,46.0,0.4505,23,1,258.0
1795.0,1382.0,1609.0,11.1,56.9,0.7506,21,5,894.0
1001.0,701.0,1130.0,10.3,70.9,0.8907,7,1,191.0
1065.0,953.0,1514.0,13.7,49.5,0.7695,18,1,107.0
996.0,998.0,1136.0,12.9,34.5,0.5102,9,4,417.0
1123.0,996.0,1551.0,14.8,41.5,0.6929,20,5,172.0
1035.0,660.0,1301.0,9.9,70.5,0.8581,16,0,96.0
966.0,959.0,1686.0,21.8,46.3,1.1913,22,0,92.0
855.0,606.0,1403.0,31.2,36.3,1.6217,16,6,28.0
893.0,741.0,1664.0,18.9,79.0,1.704,2,3,31.0
944.0,910.0,1342.0,22.0,38.9,1.0154,11,5,141.0
1062.0,1176.0,1743.0,28.1,22.4,0.8394,20,4,230.0
1102.0,896.0,969.0,7.5,33.8,0.352,10,0,346.0
966.0,964.0,1560.0,21.4,54.8,1.3813,22,3,141.0
1044.0,685.0,1042.0,5.8,74.4,0.6924,22,6,141.0
1060.0,877.0,1313.0,11.3,83.1,1.1089,23,2,327.0
867.0,669.0,981.0,10.1,44.0,0.5434,7,1,271.0
1036.0,965.0,1544.0,19.7,57.8,1.3112,8,4,342.0
1239.0,848.0,1568.0,20.8,41.6,1.0091,13,6,102.0
1145.0,1170.0,1894.0,26.7,35.4,1.2233,21,1,157.0
1299.0,1384.0,1325.0,7.2,25.6,0.2611,19,2,819.0
1009.0,916.0,1391.0,16.3,30.8,0.5683,14,4,103.0
971.0,851.0,1389.0,14.6,79.0,1.3082,6,5,141.0
998.0,977.0,1496.0,30.3,20.1,0.8539,14,0,74.0
862.0,721.0,1335.0,20.8,36.6,0.8878,10,5,72.0
1148.0,929.0,1443.0,27.2,38.0,1.347,20,5,141.0
1296.0,983.0,1626.0,23.0,36.2,1.0053,17,6,141.0
1353.0,1122.0,1740.0,15.8,37.0,0.661,15,4,190.0
1123.0,937.0,1606.0,13.8,59.8,0.9398,22,6,141.0
1182.0,1066.0,1663.0,30.6,20.2,0.8719,14,1,121.0
938.0,782.0,1685.0,23.4,58.6,1.6651,5,3,75.0
1092.0,1024.0,1706.0,19.6,47.0,1.0606,23,4,128.0
1026.0,1061.0,1564.0,29.6,18.9,0.7692,15,4,133.0
963.0,885.0,1447.0,29.2,19.6,0.7817,18,6,84.0
940.0,692.0,1177.0,11.5,81.0,1.101,16,6,208.0
1038.0,992.0,1731.0,24.4,47.4,1.4301,0,5,87.0
1112.0,851.0,1184.0,6.9,71.3,0.7118,15,0,231.0
1243.0,912.0,1406.0,21.2,48.4,1.2028,12,5,301.0
1067.0,981.0,1104.0,10.9,33.8,0.4393,12,6,402.0
1104.0,1171.0,1803.0,28.1,29.8,1.1132,16,0,150.0
1016.0,744.0,1053.0,4.2,77.9,0.6479,23,2,231.0
779.0,466.0,881.0,8.6,58.8,0.6603,6,0,46.0
1234.0,1197.0,1597.0,16.2,60.2,1.1003,18,4,547.0
1494.0,1528.0,2201.0,23.5,52.0,1.4833,9,2,701.0
1053.0,970.0,1473.0,25.5,21.1,0.677,10,6,138.0
1181.0,956.0,1400.0,13.8,76.8,1.206,21,5,506.0
1205.0,1222.0,1911.0,12.7,70.4,1.0294,18,4,222.0
899.0,603.0,782.0,12.3,29.9,0.4255,12,6,122.0
1533.0,1439.0,1799.0,17.9,37.6,0.7624,18,0,700.0
950.0,839.0,878.0,9.4,24.8,0.2923,22,0,287.0
984.0,661.0,965.0,7.7,54.4,0.5753,22,6,130.0
927.0,748.0,1157.0,15.9,54.9,0.9853,21,5,205.0
779.0,663.0,1337.0,20.5,41.2,0.9802,4,2,45.0
1114.0,887.0,1438.0,21.3,26.4,0.6607,12,6,92.0
1217.0,846.0,1120.0,2.9,75.6,0.5742,7,3,263.0
1056.0,1024.0,1555.0,41.0,11.6,0.8872,15,2,159.0
1258.0,1057.0,1633.0,13.6,44.9,0.6991,20,5,174.0
805.0,584.0,726.0,3.7,38.8,0.3123,12,0,164.0
1209.0,1028.0,1264.0,4.2,79.7,0.6647,21,2,425.0
1205.0,996.0,1456.0,21.9,45.1,1.1687,18,5,289.0
1332.0,1556.0,2394.0,20.6,47.7,1.1448,8,1,387.0
1017.0,712.0,1147.0,11.4,66.6,0.8948,8,3,192.0
785.0,448.0,1003.0,13.5,37.9,0.5852,5,0,16.0
1514.0,1648.0,2400.0,20.1,62.7,1.461,8,2,517.0
1495.0,1465.0,2043.0,24.9,48.3,1.4942,14,1,597.0
1017.0,885.0,1609.0,21.5,64.0,1.6256,6,0,141.0
1283.0,1117.0,1751.0,15.5,50.1,0.8744,12,4,192.0
1128.0,1124.0,1832.0,22.8,41.9,1.1496,9,1,267.0
972.0,1043.0,1083.0,16.0,20.8,0.3757,17,4,404.0
1362.0,1223.0,1597.0,18.3,51.0,1.0586,16,3,541.0
1499.0,1207.0,1530.0,13.0,73.7,1.0957,0,5,654.0
1264.0,1177.0,1820.0,29.4,33.0,1.3343,22,0,132.0
998.0,799.0,1435.0,17.4,81.3,1.6066,1,2,115.0
1458.0,1350.0,1947.0,26.9,25.7,0.8942,11,4,240.0
943.0,688.0,909.0,9.6,43.5,0.5202,11,5,179.0
953.0,881.0,1339.0,27.6,28.7,1.0406,13,5,210.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,12,0,265.0
966.0,1054.0,1742.0,26.8,32.4,1.1263,13,3,141.0
972.0,571.0,1063.0,10.1,69.8,0.8619,3,1,95.0
1196.0,902.0,1185.0,13.7,48.6,0.7555,23,3,299.0
1158.0,923.0,1519.0,21.9,61.5,1.5967,1,5,142.0
986.0,781.0,1633.0,17.6,81.6,1.6296,22,0,60.0
1003.0,849.0,1511.0,32.3,31.8,1.5128,11,6,141.0
806.0,615.0,1525.0,16.6,80.2,1.5002,5,6,21.0
967.0,749.0,1517.0,14.0,68.3,1.0884,5,2,84.0
978.0,858.0,1379.0,14.5,42.0,0.6896,23,6,102.0
942.0,696.0,1542.0,26.2,61.6,2.0575,2,0,45.0
1286.0,996.0,1217.0,8.9,54.8,0.6244,19,6,473.0
1027.0,808.0,1458.0,15.8,48.6,0.8653,22,1,76.0
843.0,716.0,1305.0,33.4,21.6,1.0927,14,0,41.0
1099.0,1015.0,1732.0,38.8,20.7,1.4036,14,4,125.0
797.0,621.0,1303.0,21.6,44.0,1.1225,4,3,23.0
1482.0,1404.0,1883.0,16.5,71.7,1.3358,18,4,634.0
1625.0,1191.0,1885.0,17.1,51.3,0.9914,20,5,229.0
869.0,866.0,1212.0,23.8,14.5,0.4222,13,0,109.0
1248.0,1108.0,1701.0,32.6,19.3,0.935,16,3,145.0
1211.0,1194.0,1599.0,31.6,22.7,1.041,18,4,393.0
967.0,814.0,1385.0,30.1,26.7,1.1217,15,0,141.0
974.0,764.0,1029.0,9.5,51.0,0.6045,0,2,196.0
950.0,719.0,1372.0,21.6,55.8,1.4228,4,6,141.0
1402.0,1393.0,1967.0,19.9,61.7,1.4193,9,0,141.0
1206.0,969.0,1365.0,14.3,63.3,1.0266,11,2,363.0
872.0,632.0,1403.0,15.6,62.2,1.0961,4,2,37.0
896.0,817.0,1426.0,37.4,15.8,0.9998,14,5,57.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,15,3,89.0
1024.0,705.0,1168.0,11.5,74.2,1.0063,1,0,199.0
1247.0,1257.0,2000.0,37.2,23.2,1.4478,12,2,168.0
1110.0,1032.0,1650.0,22.5,62.6,1.6883,22,2,183.0
1314.0,1069.0,1271.0,8.3,57.6,0.6304,21,3,471.0
963.0,894.0,1702.0,19.7,58.4,1.3254,6,5,131.0
954.0,850.0,1321.0,15.5,59.7,1.0413,22,6,141.0
1263.0,1279.0,2132.0,23.0,50.9,1.4105,7,4,182.0
1323.0,1144.0,1405.0,18.8,33.5,0.7186,11,4,457.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,3,4,141.0
1320.0,1423.0,1986.0,27.0,23.5,0.8256,18,3,141.0
829.0,628.0,1378.0,22.3,59.7,1.5889,3,2,141.0
1526.0,1495.0,2405.0,25.8,42.2,1.3774,8,2,286.0
886.0,464.0,919.0,4.5,79.2,0.6751,3,0,141.0
1531.0,1394.0,1860.0,12.7,69.6,1.0206,7,3,673.0
932.0,817.0,942.0,9.8,34.0,0.4112,18,4,141.0
930.0,609.0,864.0,5.7,50.1,0.4629,3,4,120.0
992.0,853.0,1305.0,17.5,59.4,1.1768,2,6,177.0
773.0,609.0,1256.0,19.3,57.0,1.2603,5,6,46.0
1816.0,1851.0,2405.0,15.4,73.0,1.2688,19,3,1184.0
1018.0,889.0,1085.0,4.9,66.3,0.5786,9,6,392.0
1429.0,1277.0,1721.0,14.1,65.9,1.0531,15,0,498.0
1272.0,959.0,1660.0,13.3,61.7,0.9399,7,5,159.0
953.0,717.0,1152.0,9.8,79.2,0.9567,6,2,188.0
930.0,623.0,1215.0,13.9,85.1,1.3449,5,4,103.0
1232.0,931.0,1171.0,8.9,54.6,0.6226,18,6,451.0
758.0,670.0,1365.0,16.6,56.8,1.0629,5,1,50.0
1329.0,1119.0,1823.0,19.6,41.8,0.9407,10,1,182.0
1018.0,790.0,1443.0,25.9,28.1,0.9258,16,6,69.0
828.0,618.0,1354.0,23.6,49.2,1.4153,5,1,23.0
936.0,757.0,1459.0,35.8,22.4,1.2933,12,6,40.0
1060.0,787.0,1418.0,12.6,57.0,0.8315,21,2,81.0
888.0,680.0,1138.0,13.1,67.4,1.0101,2,1,211.0
1071.0,1110.0,1733.0,30.5,26.2,1.1278,14,0,124.0
1178.0,873.0,1328.0,11.2,79.6,1.0587,0,0,316.0
1100.0,1107.0,1801.0,35.5,25.7,1.4626,18,0,129.0
1288.0,1191.0,1910.0,19.8,44.3,1.0104,16,3,178.0
1045.0,751.0,1403.0,10.4,59.2,0.7455,7,2,79.0
941.0,687.0,1530.0,24.7,56.9,1.739,2,6,44.0
1133.0,1215.0,1196.0,10.1,29.7,0.3666,21,5,727.0
812.0,626.0,1471.0,20.3,58.9,1.3878,4,2,24.0
1312.0,1381.0,1881.0,21.5,44.5,1.129,16,4,141.0
848.0,578.0,1068.0,13.2,62.5,0.943,8,6,120.0
969.0,857.0,1485.0,24.3,43.3,1.2973,0,3,75.0
936.0,871.0,1430.0,24.9,27.2,0.8429,23,4,108.0
1204.0,979.0,1147.0,10.9,34.9,0.4568,19,5,379.0
1290.0,1093.0,1677.0,21.1,62.8,1.5481,8,5,141.0
1091.0,945.0,1467.0,18.4,68.5,1.439,1,4,213.0
1197.0,943.0,1294.0,25.5,28.3,0.9124,15,1,256.0
1517.0,1403.0,1579.0,11.1,51.4,0.679,13,4,827.0
823.0,616.0,1300.0,18.3,66.9,1.3952,3,1,141.0
958.0,867.0,1468.0,34.3,24.5,1.3021,12,5,30.0
1765.0,1507.0,2271.0,18.3,44.1,0.9183,18,3,289.0
1315.0,1225.0,1408.0,24.1,20.6,0.6075,18,2,518.0
909.0,826.0,802.0,10.1,16.7,0.2062,15,2,246.0
1128.0,818.0,1156.0,13.2,51.6,0.7765,23,1,244.0
916.0,725.0,855.0,4.0,43.1,0.3551,23,3,155.0
917.0,761.0,1497.0,25.8,41.0,1.3461,1,1,55.0
1066.0,802.0,1282.0,16.0,61.9,1.115,22,2,172.0
1071.0,842.0,1575.0,20.3,77.2,1.8204,20,1,141.0
952.0,654.0,1312.0,7.7,72.4,0.7655,5,4,72.0
955.0,775.0,1362.0,17.6,70.8,1.4105,2,3,140.0
1236.0,962.0,1589.0,26.5,45.9,1.5626,16,5,141.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,5,4,71.0
999.0,899.0,1629.0,35.8,22.4,1.2915,16,3,62.0
997.0,752.0,952.0,11.8,34.4,0.4758,12,4,231.0
888.0,511.0,963.0,3.9,83.1,0.6787,2,1,71.0
894.0,737.0,805.0,9.7,25.7,0.3088,15,0,278.0
929.0,721.0,956.0,4.5,62.7,0.5343,5,6,198.0
1277.0,1335.0,1636.0,10.0,71.5,0.8768,20,2,586.0
1034.0,707.0,1267.0,16.2,64.3,1.1729,3,6,122.0
966.0,951.0,1735.0,18.3,60.8,1.2635,6,3,123.0
1158.0,1126.0,1654.0,44.3,13.0,1.183,15,3,153.0
1187.0,850.0,1169.0,7.6,72.7,0.7598,5,2,242.0
1043.0,1066.0,1692.0,20.2,37.7,0.8833,10,3,161.0
970.0,763.0,1462.0,17.9,49.9,1.0135,17,5,141.0
1082.0,843.0,1061.0,2.8,74.0,0.5591,3,5,141.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,18,4,101.0
1316.0,1099.0,1451.0,13.2,72.8,1.0984,21,4,412.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,9,4,158.0
1077.0,1012.0,1633.0,24.4,42.6,1.2866,7,2,141.0
1269.0,1181.0,1756.0,19.1,75.8,1.6568,3,0,141.0
1069.0,844.0,1527.0,20.8,68.1,1.6585,22,6,185.0
970.0,819.0,959.0,5.0,48.8,0.429,10,6,224.0
951.0,766.0,1431.0,10.2,74.0,0.9176,22,0,141.0
917.0,562.0,827.0,5.6,51.3,0.4712,7,0,131.0
1068.0,938.0,1575.0,12.7,64.9,0.9506,1,6,141.0
1895.0,1573.0,2443.0,18.3,52.6,1.0945,20,0,320.0
1249.0,968.0,1527.0,17.3,34.7,0.6788,17,1,112.0
1286.0,1171.0,1821.0,15.0,52.0,0.8817,8,2,153.0
1088.0,945.0,1765.0,27.5,54.4,1.9705,23,0,58.0
1480.0,1186.0,1382.0,9.0,54.7,0.6271,11,5,615.0
1094.0,857.0,1378.0,13.8,85.3,1.3412,7,4,289.0
1123.0,1110.0,1152.0,6.3,42.6,0.4106,21,1,575.0
873.0,871.0,1528.0,16.2,57.4,1.0515,6,1,101.0
1009.0,911.0,1359.0,19.8,47.7,1.0885,22,1,196.0
1025.0,809.0,1606.0,29.6,37.7,1.544,10,6,56.0
818.0,524.0,1071.0,10.7,45.8,0.5895,1,0,21.0
817.0,639.0,1364.0,14.6,61.1,1.0075,5,4,51.0
963.0,887.0,1311.0,18.7,39.7,0.8482,21,6,268.0
966.0,784.0,1530.0,39.5,24.3,1.7216,15,3,27.0
724.0,495.0,1071.0,15.3,53.1,0.9181,4,5,42.0
1527.0,1419.0,1966.0,28.7,37.3,1.4486,17,2,141.0
1068.0,917.0,1570.0,14.9,55.0,0.9228,21,6,141.0
1349.0,1193.0,1493.0,10.9,52.4,0.6826,13,4,550.0
1312.0,1148.0,1525.0,13.4,64.5,0.9865,19,2,400.0
1469.0,1491.0,2301.0,12.7,65.6,0.962,7,1,327.0
1050.0,1199.0,1781.0,29.0,24.5,0.9655,17,3,141.0
1387.0,1318.0,1890.0,28.4,23.4,0.8935,15,2,197.0
1017.0,1029.0,1160.0,17.6,23.7,0.473,16,1,483.0
1289.0,1087.0,1515.0,14.1,81.4,1.3066,0,4,564.0
904.0,633.0,897.0,4.6,60.5,0.5173,6,5,137.0
1262.0,1133.0,1748.0,11.3,71.3,0.9514,19,2,157.0
1824.0,1862.0,2567.0,21.0,64.9,1.5987,18,0,860.0
1218.0,981.0,1335.0,9.6,76.5,0.9184,18,6,452.0
1264.0,1241.0,1989.0,27.0,37.3,1.3081,7,4,228.0
1194.0,1106.0,1985.0,28.2,48.1,1.8144,23,1,100.0
1074.0,946.0,1635.0,23.1,62.8,1.7562,21,2,219.0
1379.0,1252.0,1962.0,17.4,42.1,0.8281,9,0,214.0
952.0,648.0,1107.0,12.8,64.5,0.9493,2,1,109.0
703.0,446.0,918.0,11.5,50.4,0.6815,3,0,141.0
1149.0,1092.0,1808.0,29.1,38.9,1.5384,21,4,114.0
1350.0,1168.0,1564.0,21.7,39.0,0.9979,12,1,388.0
1059.0,958.0,1417.0,17.9,56.9,1.1545,19,5,141.0
1011.0,1122.0,1680.0,26.1,24.7,0.8233,21,4,203.0
874.0,552.0,760.0,6.9,35.6,0.3561,13,6,126.0
1055.0,782.0,940.0,5.1,45.6,0.4056,23,0,231.0
1026.0,791.0,1549.0,29.9,37.9,1.5745,19,5,76.0
873.0,675.0,1181.0,19.4,25.7,0.5738,15,6,57.0
1418.0,1023.0,1720.0,19.7,43.3,0.9837,10,5,141.0
1763.0,1617.0,2503.0,18.7,52.8,1.1279,8,3,253.0
1390.0,1167.0,1392.0,6.3,78.8,0.7544,8,5,588.0
984.0,910.0,1348.0,15.3,58.7,1.0154,16,2,141.0
1096.0,1036.0,1043.0,11.5,39.6,0.5372,10,0,254.0
1050.0,1082.0,1731.0,36.9,22.7,1.3887,17,0,121.0
1131.0,1097.0,1797.0,20.7,42.4,1.0248,12,0,137.0
844.0,786.0,1226.0,13.4,59.9,0.9173,4,6,130.0
1697.0,1471.0,2153.0,22.1,36.8,0.9681,19,5,141.0
978.0,625.0,1274.0,8.3,63.6,0.6982,5,5,62.0
982.0,750.0,1417.0,22.6,31.0,0.8372,8,6,84.0
895.0,536.0,1229.0,11.2,64.4,0.8537,13,0,53.0
864.0,673.0,1412.0,22.8,58.5,1.5985,2,2,83.0
1446.0,1374.0,1560.0,11.4,58.3,0.7868,10,3,1195.0
995.0,769.0,1576.0,36.6,30.8,1.8617,14,2,48.0
